K	d	N	Method	TruePerf	alpha	bandwidth
1000	10	10	NWbar	0.5834726035365776	0.0	0.5644444444444444
1000	10	10	S-NW	0.5745820634909004	1.0101010101010102	2.631010101010101
1000	10	10	SAA	0.571170540309131	0.0	-1.0
1000	10	10	S-SAA	0.571170540309131	0.0	-1.0
1000	10	10	NW	0.6891195562093038	0.0	0.01
1000	10	10	HS-NW	0.5671286524559244	1.0101010101010102	0.01
1000	10	10	NWbar	0.5851273374928614	0.0	0.6148484848484849
1000	10	10	S-NW	0.5605444369900738	1.0101010101010102	4.042323232323232
1000	10	10	SAA	0.5766099621402395	0.0	-1.0
1000	10	10	S-SAA	0.5766099621402395	0.0	-1.0
1000	10	10	NW	0.6797988147286742	0.0	0.01
1000	10	10	HS-NW	0.5702074262184122	3.0303030303030303	0.01
1000	10	10	NWbar	0.5766099621402395	0.0	0.01
1000	10	10	S-NW	0.5699523129312523	1.0101010101010102	0.060404040404040404
1000	10	10	SAA	0.5766122635920611	0.0	-1.0
1000	10	10	S-SAA	0.5766122635920611	0.0	-1.0
1000	10	10	NW	0.6782435605481224	0.0	0.01
1000	10	10	HS-NW	0.570995810138964	4.040404040404041	0.01
1000	10	10	NWbar	0.5710525952467738	0.0	0.5644444444444444
1000	10	10	S-NW	0.5666947079357502	1.0101010101010102	1.874949494949495
1000	10	10	SAA	0.6075428746441652	0.0	-1.0
1000	10	10	S-SAA	0.6075428746441652	0.0	-1.0
1000	10	10	NW	0.8670005595220445	0.0	0.060404040404040404
1000	10	10	HS-NW	0.5967972535210009	1.0101010101010102	0.060404040404040404
1000	10	10	NWbar	0.716474736393689	0.0	0.7156565656565657
1000	10	10	S-NW	0.5904318076859437	1.0101010101010102	3.3366666666666664
1000	10	10	SAA	0.5852077750035382	0.0	-1.0
1000	10	10	S-SAA	0.5784411722137386	1.0101010101010102	-1.0
1000	10	10	NW	0.6816545120719001	0.0	0.01
1000	10	10	HS-NW	0.5788153474904375	2.0202020202020203	0.01
1000	10	10	NWbar	0.574707774730176	0.0	0.5644444444444444
1000	10	10	S-NW	0.5734371853999527	1.0101010101010102	0.060404040404040404
1000	10	10	SAA	0.5666439764572937	0.0	-1.0
1000	10	10	S-SAA	0.5637212518678736	1.0101010101010102	-1.0
1000	10	10	NW	0.6818505252980843	0.0	0.01
1000	10	10	HS-NW	0.561341900852008	1.0101010101010102	0.01
1000	10	10	NWbar	0.6513510278636396	0.0	0.6652525252525252
1000	10	10	S-NW	0.5574774281253756	1.0101010101010102	0.16121212121212122
1000	10	10	SAA	0.5914451703329786	0.0	-1.0
1000	10	10	S-SAA	0.5843184407758243	1.0101010101010102	-1.0
1000	10	10	NW	0.6633241296210955	0.0	0.01
1000	10	10	HS-NW	0.5814726794544003	3.0303030303030303	0.01
1000	10	10	NWbar	0.5842160933184133	0.0	0.6148484848484849
