K	d	N	Method	TruePerf	alpha	bandwidth
1000	10	10	FullInfo	0.8485578010636762	0.0	-1.0
1000	10	10	SAA	0.9479543273391658	0.0	-1.0
1000	10	10	S-SAA	0.9479543273391658	0.0	-1.0
1000	10	10	NW	1.1032413545043815	0.0	0.01
1000	10	10	HS-NW	0.9382058740796985	1.0101010101010102	0.01
1000	10	10	NWbar	0.9479543273391658	0.0	0.01
1000	10	10	S-NW	0.9382058740796985	1.0101010101010102	0.01
1000	10	10	SAA	0.9386897028909639	0.0	-1.0
1000	10	10	S-SAA	0.9150835958549035	1.0101010101010102	-1.0
1000	10	10	NW	1.0704502849666704	0.0	0.01
1000	10	10	HS-NW	0.9215598467851935	3.0303030303030303	0.01
1000	10	10	NWbar	0.9277593669914859	0.0	0.5644444444444444
1000	10	10	S-NW	0.9160002784708191	1.0101010101010102	1.0684848484848486
1000	10	10	SAA	0.9491097480385127	0.0	-1.0
1000	10	10	S-SAA	0.9491097480385127	0.0	-1.0
1000	10	10	NW	1.0778019400723382	0.0	0.01
1000	10	10	HS-NW	0.9455060529644957	3.0303030303030303	0.01
1000	10	10	NWbar	0.9733430169427547	0.0	0.6148484848484849
1000	10	10	S-NW	0.9423335878507151	1.0101010101010102	0.11080808080808081
1000	10	10	SAA	0.9364587984929358	0.0	-1.0
1000	10	10	S-SAA	0.9345120051251671	1.0101010101010102	-1.0
1000	10	10	NW	1.0772172494994927	0.0	0.01
1000	10	10	HS-NW	0.9331180864077774	2.0202020202020203	0.01
1000	10	10	NWbar	0.9364587984929358	0.0	0.01
1000	10	10	S-NW	0.9331180864077774	2.0202020202020203	0.01
1000	10	10	SAA	0.9442863809660045	0.0	-1.0
1000	10	10	S-SAA	0.9442863809660045	0.0	-1.0
1000	10	10	NW	1.088819316736317	0.0	0.01
1000	10	10	HS-NW	0.9442863809660045	0.0	0.01
1000	10	10	NWbar	1.0551648208848428	0.0	0.6652525252525252
1000	10	10	S-NW	0.9402970367829514	1.0101010101010102	0.41323232323232323
1000	10	10	SAA	0.9508777969687051	0.0	-1.0
