K	d	N	Method	TruePerf	alpha	bandwidth
1000	10	10	FullInfo	0.9213848116333206	0.0	-1.0
1000	10	10	SAA	1.026578808271727	0.0	-1.0
1000	10	10	S-SAA	1.026578808271727	0.0	-1.0
1000	10	10	NW	1.0202927426491055	0.0	0.060404040404040404
1000	10	10	HS-NW	0.9855410785544038	21.21212121212121	0.060404040404040404
1000	10	10	NWbar	0.9801134125209043	0.0	0.7156565656565657
1000	10	10	S-NW	0.9688748853287993	15.151515151515152	0.5644444444444444
1000	10	10	SAA	1.0390614548627655	0.0	-1.0
1000	10	10	S-SAA	1.022606711240636	1.0101010101010102	-1.0
1000	10	10	NW	1.0130755834716896	0.0	0.060404040404040404
1000	10	10	HS-NW	0.9753973783930371	10.1010101010101	0.060404040404040404
1000	10	10	NWbar	0.9694823060176386	0.0	0.7660606060606061
1000	10	10	S-NW	0.9645577488271102	10.1010101010101	0.36282828282828283
1000	10	10	SAA	1.0521173899671101	0.0	-1.0
1000	10	10	S-SAA	1.0521173899671101	0.0	-1.0
1000	10	10	NW	1.0255856474532166	0.0	0.060404040404040404
1000	10	10	HS-NW	0.9844143215839136	9.090909090909092	0.060404040404040404
1000	10	10	NWbar	0.972693666427197	0.0	0.7156565656565657
1000	10	10	S-NW	0.9670638818994484	19.19191919191919	0.41323232323232323
1000	10	10	SAA	1.0647528827602113	0.0	-1.0
1000	10	10	S-SAA	1.0647528827602113	0.0	-1.0
1000	10	10	NW	1.0191964272910656	0.0	0.060404040404040404
1000	10	10	HS-NW	0.9960665765121054	10.1010101010101	0.060404040404040404
1000	10	10	NWbar	0.9767459432606451	0.0	0.7660606060606061
1000	10	10	S-NW	0.9702390843991359	15.151515151515152	0.4636363636363636
1000	10	10	SAA	1.0394404694100943	0.0	-1.0
1000	10	10	S-SAA	1.0320038991660034	1.0101010101010102	-1.0
1000	10	10	NW	1.0128512710072586	0.0	0.060404040404040404
1000	10	10	HS-NW	0.9789762371872361	14.141414141414142	0.060404040404040404
1000	10	10	NWbar	0.9721640336057082	0.0	0.7156565656565657
1000	10	10	S-NW	0.9608312704063107	10.1010101010101	0.4636363636363636
1000	10	10	SAA	1.0327507136813163	0.0	-1.0
1000	10	10	S-SAA	1.0007468486363646	1.0101010101010102	-1.0
1000	10	10	NW	1.003340433772098	0.0	0.21161616161616162
1000	10	10	HS-NW	0.9628438331107202	13.131313131313131	0.21161616161616162
1000	10	10	NWbar	0.9683715532556956	0.0	0.7156565656565657
1000	10	10	S-NW	0.9599745939249487	8.080808080808081	0.41323232323232323
1000	10	10	SAA	1.0333064108681862	0.0	-1.0
1000	10	10	S-SAA	1.006859893171979	1.0101010101010102	-1.0
1000	10	10	NW	1.0176117353007164	0.0	0.01
1000	10	10	HS-NW	1.0023861165609993	39.39393939393939	0.01
1000	10	10	NWbar	0.961058014451769	0.0	0.7156565656565657
1000	10	10	S-NW	0.9577267711107745	7.070707070707071	0.6148484848484849
1000	10	10	SAA	1.0047780529083836	0.0	-1.0
1000	10	10	S-SAA	1.0047780529083836	0.0	-1.0
1000	10	10	NW	1.012342176303932	0.0	0.060404040404040404
1000	10	10	HS-NW	0.9656700332789478	12.121212121212121	0.060404040404040404
1000	10	10	NWbar	0.9639348907269529	0.0	0.7156565656565657
1000	10	10	S-NW	0.9613963426280497	11.11111111111111	0.4636363636363636
1000	10	10	SAA	1.039027710220394	0.0	-1.0
1000	10	10	S-SAA	1.0061421137223783	1.0101010101010102	-1.0
1000	10	10	NW	0.9960724276964614	0.0	0.01
1000	10	10	HS-NW	0.9844704587054447	18.181818181818183	0.01
1000	10	10	NWbar	0.9635775085096489	0.0	0.7156565656565657
1000	10	10	S-NW	0.9593376482486613	11.11111111111111	0.11080808080808081
1000	10	10	SAA	1.0312126084178102	0.0	-1.0
1000	10	10	S-SAA	1.009331627484289	1.0101010101010102	-1.0
1000	10	10	NW	1.0083292883089012	0.0	0.11080808080808081
1000	10	10	HS-NW	0.9730864512113312	13.131313131313131	0.11080808080808081
1000	10	10	NWbar	0.9751489173992068	0.0	0.7660606060606061
1000	10	10	S-NW	0.969239285767754	12.121212121212121	0.4636363636363636
1000	10	10	SAA	1.020069580811195	0.0	-1.0
1000	10	10	S-SAA	1.020069580811195	0.0	-1.0
1000	10	10	NW	1.0163776100323934	0.0	0.060404040404040404
1000	10	10	HS-NW	0.9795839313813767	16.161616161616163	0.060404040404040404
1000	10	10	NWbar	0.9726784323833397	0.0	0.7660606060606061
1000	10	10	S-NW	0.9649460225875701	10.1010101010101	0.6652525252525252
1000	10	10	SAA	1.0521967162792063	0.0	-1.0
1000	10	10	S-SAA	1.0388612744138412	1.0101010101010102	-1.0
1000	10	10	NW	1.013826663231819	0.0	0.060404040404040404
1000	10	10	HS-NW	0.9792375945685543	20.2020202020202	0.060404040404040404
1000	10	10	NWbar	0.9786101339567682	0.0	0.7156565656565657
1000	10	10	S-NW	0.9691589429692505	9.090909090909092	0.7156565656565657
1000	10	10	SAA	1.0693376778940384	0.0	-1.0
1000	10	10	S-SAA	1.0517535952453683	1.0101010101010102	-1.0
1000	10	10	NW	1.0440937363121985	0.0	0.01
1000	10	10	HS-NW	1.0178238015669834	18.181818181818183	0.01
1000	10	10	NWbar	0.986754805156939	0.0	0.7156565656565657
1000	10	10	S-NW	0.9775917159255073	7.070707070707071	2.429393939393939
1000	10	10	SAA	1.0455148498134916	0.0	-1.0
1000	10	10	S-SAA	1.0455148498134916	0.0	-1.0
1000	10	10	NW	1.0093850554218542	0.0	0.16121212121212122
