K	d	N	Method	TruePerf	alpha	bandwidth
1000	10	10	SAA	2.3367635568110807	0.0	-1.0
1000	10	10	S-SAA	2.3178222393962447	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	0.21161616161616162
1000	10	10	HS-NW	2.3178222393962447	1.0101010101010102	0.21161616161616162
1000	10	10	NWbar	3.341676078667286	0.0	0.5644444444444444
1000	10	10	S-NW	2.3178222393962447	1.0101010101010102	0.01
1000	10	10	SAA	2.3753633271028254	0.0	-1.0
1000	10	10	S-SAA	2.355361866594158	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	0.21161616161616162
1000	10	10	HS-NW	2.355361866594158	1.0101010101010102	0.21161616161616162
1000	10	10	NWbar	2.3572272494621807	0.0	0.4636363636363636
1000	10	10	S-NW	2.355361866594158	1.0101010101010102	0.01
1000	10	10	SAA	2.373265431390257	0.0	-1.0
1000	10	10	S-SAA	2.3730636642768936	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	0.21161616161616162
1000	10	10	HS-NW	2.3730636642768936	1.0101010101010102	0.21161616161616162
1000	10	10	NWbar	2.7379402679665548	0.0	0.5140404040404041
1000	10	10	S-NW	2.3730636642768936	1.0101010101010102	0.01
1000	10	10	SAA	2.412660398185746	0.0	-1.0
1000	10	10	S-SAA	2.3350981032964393	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	2.026161616161616
1000	10	10	HS-NW	2.3350981032964393	1.0101010101010102	2.026161616161616
1000	10	10	NWbar	2.7238385976370285	0.0	0.5140404040404041
1000	10	10	S-NW	2.3350981032964393	1.0101010101010102	0.01
1000	10	10	SAA	2.373167612703585	0.0	-1.0
1000	10	10	S-SAA	2.3499156709307774	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	2.026161616161616
1000	10	10	HS-NW	2.3499156709307774	1.0101010101010102	2.026161616161616
1000	10	10	NWbar	2.373167612703585	0.0	0.01
1000	10	10	S-NW	2.3499156709307774	1.0101010101010102	0.01
1000	10	10	SAA	2.374382161115462	0.0	-1.0
1000	10	10	S-SAA	2.337284097450025	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	0.21161616161616162
1000	10	10	HS-NW	2.337284097450025	1.0101010101010102	0.21161616161616162
1000	10	10	NWbar	2.7456381002641868	0.0	0.5140404040404041
1000	10	10	S-NW	2.337284097450025	1.0101010101010102	0.01
1000	10	10	SAA	2.3964668602106527	0.0	-1.0
1000	10	10	S-SAA	2.3388393694195684	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	2.026161616161616
1000	10	10	HS-NW	2.3388393694195684	1.0101010101010102	2.026161616161616
1000	10	10	NWbar	3.332407952479914	0.0	0.5644444444444444
1000	10	10	S-NW	2.3388393694195684	1.0101010101010102	0.01
1000	10	10	SAA	2.329308249753205	0.0	-1.0
1000	10	10	S-SAA	2.3141149675544885	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	2.026161616161616
1000	10	10	HS-NW	2.3141149675544885	1.0101010101010102	2.026161616161616
1000	10	10	NWbar	2.7013662164635175	0.0	0.5140404040404041
1000	10	10	S-NW	2.3141149675544885	1.0101010101010102	0.01
1000	10	10	SAA	2.408899429848946	0.0	-1.0
1000	10	10	S-SAA	2.34249229560412	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	0.9172727272727272
1000	10	10	HS-NW	2.34249229560412	1.0101010101010102	0.9172727272727272
1000	10	10	NWbar	2.7196406345931745	0.0	0.5140404040404041
1000	10	10	S-NW	2.34249229560412	1.0101010101010102	0.01
1000	10	10	SAA	2.3863379932810345	0.0	-1.0
1000	10	10	S-SAA	2.3718634647981145	1.0101010101010102	-1.0
1000	10	10	NW	4.1880061570646125	0.0	2.026161616161616
1000	10	10	HS-NW	2.3718634647981145	1.0101010101010102	2.026161616161616
1000	10	10	NWbar	2.7507367210951346	0.0	0.5140404040404041
